code,name,district,percentage_pass,percentage_pass_round,national_rank,candidates_last,number_pass_last,percentage_pass_last,national_rank_last,school_type,longitude,latitude,ownership,ward,number_enrolled,number_teaching_staff,ratio,number_non_teaching_staff_by_school,number_non_teaching_staff_by_govt,region,candidates,number_pass,percentage_pass_change
PS1701-023,Busenda Primary School,Kahama,52.63157895,53,6480,62,22,35.48387097,,primary,,,,,,,,,,Shinyanga,38,20,17.14770798
PS1701-024,Bushimani Primary School,Kahama,76.47058824,76,2278,78,26,33.33333333,,primary,,,,,,,,,,Shinyanga,34,26,43.1372549
PS1701-025,Busindi Primary School,Kahama,64.28571429,64,4711,67,11,16.41791045,,primary,,,,,,,,,,Shinyanga,42,27,47.86780384
PS1701-026,Busulwangili Primary School,Kahama,30.43478261,30,10803,84,20,23.80952381,,primary,,,,,,,,,,Shinyanga,46,14,6.625258799
PS1701-027,Busulwanguku Primary School,Kahama,12.5,13,13885,61,4,6.557377049,,primary,,,,,,,,,,Shinyanga,40,5,5.942622951
PS1701-028,Busungo Primary School,Kahama,55.85585586,56,4584,49,8,16.32653061,,primary,,,,,,,,,,Shinyanga,111,62,39.52932524
PS1701-029,Butegwa Primary School,Kahama,12.5,13,14517,71,11,15.49295775,,primary,,,,,,,,,,Shinyanga,40,5,-2.992957747
PS1701-030,Butende Primary School,Kahama,36.58536585,37,9331,43,11,25.58139535,,primary,,,,,,,,,,Shinyanga,41,15,11.0039705
PS1701-031,Butibu Primary School,Kahama,15.51724138,16,14553,102,17,16.66666667,,primary,,,,,,,,,,Shinyanga,58,9,-1.149425287
PS1701-032,Butondolo Primary School,Kahama,54.28571429,54,5750,86,12,13.95348837,,primary,,,,,,,,,,Shinyanga,35,19,40.33222591
PS1701-033,Buyagu Primary School,Kahama,41.66666667,42,6905,97,10,10.30927835,,primary,,,,,,,,,,Shinyanga,36,15,31.35738832
PS1701-034,Buyange Primary School,Kahama,81.3559322,81,1653,112,20,17.85714286,,primary,,,,,,,,,,Shinyanga,59,48,63.49878935
PS1701-035,Buzabi Primary School,Kahama,76,76,4779,67,11,16.41791045,,primary,,,,,,,,,,Shinyanga,25,19,59.58208955
PS1701-036,Chambo Primary School,Kahama,62.96296296,63,5743,57,10,17.54385965,,primary,,,,,,,,,,Shinyanga,54,34,45.41910331
PS1701-037,Chela Primary School,Kahama,52.72727273,53,5267,85,22,25.88235294,,primary,,,,,,,,,,Shinyanga,55,29,26.84491979
PS1701-038,Chona Primary School,Kahama,75,75,4553,52,13,25,,primary,,,,,,,,,,Shinyanga,52,39,50
PS1701-039,De Sales Isaka Eng Medium,Kahama,100,100,188,103,20,19.41747573,,primary,,,,,,,,,,Shinyanga,15,15,80.58252427
PS1701-040,Gulla Primary School,Kahama,16.17647059,16,14928,55,8,14.54545455,,primary,,,,,,,,,,Shinyanga,68,11,1.631016043
PS1701-041,Hongwa Primary School,Kahama,57.69230769,58,6030,90,27,30,,primary,,,,,,,,,,Shinyanga,26,15,27.69230769
PS1701-042,Ibambala Primary School,Kahama,26.08695652,26,12268,56,38,67.85714286,,primary,,,,,,,,,,Shinyanga,46,12,-41.77018634
PS1701-043,Ibanza Primary School,Kahama,57.89473684,58,7558,30,1,3.333333333,,primary,,,,,,,,,,Shinyanga,38,22,54.56140351
PS1701-044,Ibelansuha Primary School,Kahama,38.80597015,39,10762,25,3,12,,primary,,,,,,,,,,Shinyanga,67,26,26.80597015
PS1701-045,Iboja Primary School,Kahama,60,60,5856,70,1,1.428571429,,primary,,,,,,,,,,Shinyanga,70,42,58.57142857
PS1701-046,Idahina Primary School,Kahama,6.756756757,7,15155,85,40,47.05882353,,primary,,,,,,,,,,Shinyanga,74,5,-40.30206677
PS1701-047,Idetemya Primary School,Kahama,20,20,13132,44,4,9.090909091,,primary,,,,,,,,,,Shinyanga,45,9,10.90909091
PS1701-048,Ifunde Primary School,Kahama,38.33333333,38,9692,56,15,26.78571429,,primary,,,,,,,,,,Shinyanga,60,23,11.54761905
PS1701-049,Igalula Primary School,Kahama,8.695652174,9,12539,53,7,13.20754717,,primary,,,,,,,,,,Shinyanga,23,2,-4.511894996
PS1701-050,Igombe Primary School,Kahama,23.68421053,24,12896,50,11,22,,primary,,,,,,,,,,Shinyanga,38,9,1.684210526
PS1701-051,Igunda Primary School,Kahama,57.37704918,57,5103,116,27,23.27586207,,primary,,,,,,,,,,Shinyanga,61,35,34.10118711
PS1701-052,Igwamanoni Primary School,Kahama,48,48,7411,144,63,43.75,,primary,,,,,,,,,,Shinyanga,25,12,4.25
PS1701-053,Igwamanoni Bug Primary School,Kahama,71.42857143,71,4545,34,3,8.823529412,,primary,,,,,,,,,,Shinyanga,28,20,62.60504202
PS1701-054,Ihapula Primary School,Kahama,0,0,15639,65,12,18.46153846,,primary,,,,,,,,,,Shinyanga,23,0,-18.46153846
PS1701-055,Ikina Primary School,Kahama,37.03703704,37,9811,45,0,0,,primary,,,,,,,,,,Shinyanga,27,10,37.03703704
PS1701-056,Ilekebu Primary School,Kahama,7.894736842,8,14559,94,36,38.29787234,,primary,,,,,,,,,,Shinyanga,38,3,-30.4031355
PS1701-057,Ilelema Primary School,Kahama,60.71428571,61,5251,77,36,46.75324675,,primary,,,,,,,,,,Shinyanga,28,17,13.96103896
PS1701-058,Ilemve Primary School,Kahama,46.2962963,46,9050,81,13,16.04938272,,primary,,,,,,,,,,Shinyanga,54,25,30.24691358
PS1701-059,Ilomelo Primary School,Kahama,76.92307692,77,3156,129,23,17.82945736,,primary,,,,,,,,,,Shinyanga,39,30,59.09361956
PS1701-060,Ilwilo Primary School,Kahama,70.58823529,71,4299,73,17,23.28767123,,primary,,,,,,,,,,Shinyanga,17,12,47.30056406
PS1701-061,Iponyanholo Primary School,Kahama,9.803921569,10,14512,33,6,18.18181818,,primary,,,,,,,,,,Shinyanga,51,5,-8.377896613
PS1701-062,Iramba Primary School,Kahama,100,100,421,66,12,18.18181818,,primary,,,,,,,,,,Shinyanga,24,24,81.81818182
PS1701-063,Isaka Primary School,Kahama,80.76923077,81,2832,61,12,19.67213115,,primary,,,,,,,,,,Shinyanga,52,42,61.09709962
PS1701-064,Isanga Primary School,Kahama,25,25,11383,29,1,3.448275862,,primary,,,,,,,,,,Shinyanga,52,13,21.55172414
PS1701-065,Ishila Primary School,Kahama,33.33333333,33,11954,41,9,21.95121951,,primary,,,,,,,,,,Shinyanga,21,7,11.38211382
PS1701-066,Italike Primary School,Kahama,85.71428571,86,1454,90,31,34.44444444,,primary,,,,,,,,,,Shinyanga,28,24,51.26984127
PS1701-067,Itebele Primary School,Kahama,53.84615385,54,7203,87,25,28.73563218,,primary,,,,,,,,,,Shinyanga,65,35,25.11052166
PS1701-068,Itega Primary School,Kahama,18.18181818,18,12793,60,6,10,,primary,,,,,,,,,,Shinyanga,33,6,8.181818182
PS1701-069,Itinde Primary School,Kahama,40.54054054,41,7473,36,3,8.333333333,,primary,,,,,,,,,,Shinyanga,37,15,32.20720721
PS1701-070,Itogwanholo Primary School,Kahama,94.36619718,94,741,92,17,18.47826087,,primary,,,,,,,,,,Shinyanga,71,67,75.88793631
PS1701-071,Itumbili Primary School,Kahama,33.33333333,33,10954,42,24,57.14285714,,primary,,,,,,,,,,Shinyanga,48,16,-23.80952381
PS1701-072,Itumbo Primary School,Kahama,60,60,4071,44,3,6.818181818,,primary,,,,,,,,,,Shinyanga,20,12,53.18181818
PS1701-073,Iyogelo Primary School,Kahama,47.36842105,47,9506,79,18,22.78481013,,primary,,,,,,,,,,Shinyanga,19,9,24.58361093
PS1701-074,Izuga Primary School,Kahama,6.666666667,7,14868,99,36,36.36363636,,primary,,,,,,,,,,Shinyanga,30,2,-29.6969697
PS1701-075,Izumba Primary School,Kahama,25.92592593,26,14068,74,7,9.45945946,,primary,,,,,,,,,,Shinyanga,27,7,16.46646647
PS1701-076,Jana Primary School,Kahama,51.1627907,51,7548,88,31,35.22727273,,primary,,,,,,,,,,Shinyanga,43,22,15.93551797
PS1701-077,Jomu Primary School,Kahama,90.32258065,90,832,66,14,21.21212121,,primary,,,,,,,,,,Shinyanga,31,28,69.11045943
PS1701-078,Kabanda Primary School,Kahama,58.62068966,59,6700,61,7,11.47540984,,primary,,,,,,,,,,Shinyanga,29,17,47.14527982
PS1701-079,Kabanga Primary School,Kahama,14.28571429,14,14580,116,7,6.034482759,,primary,,,,,,,,,,Shinyanga,35,5,8.251231527
PS1701-080,Kabondo Primary School,Kahama,10.81081081,11,14507,41,8,19.51219512,,primary,,,,,,,,,,Shinyanga,37,4,-8.701384311
PS1701-081,Kadati Primary School,Kahama,45.83333333,46,9784,83,15,18.07228916,,primary,,,,,,,,,,Shinyanga,24,11,27.76104418
PS1701-082,Kagera Primary School,Kahama,0,0,14925,32,13,40.625,,primary,,,,,,,,,,Shinyanga,35,0,-40.625
PS1701-083,Kakola 'a' Primary School,Kahama,69.93464052,70,3175,41,16,39.02439024,,primary,,,,,,,,,,Shinyanga,153,107,30.91025028
PS1701-084,Kakola 'b' Primary School,Kahama,80.37974684,80,1834,52,3,5.769230769,,primary,,,,,,,,,,Shinyanga,158,127,74.61051607
PS1701-085,Kakola 'c' Primary School,Kahama,56.25,56,5669,30,9,30,,primary,,,,,,,,,,Shinyanga,32,18,26.25
PS1701-086,Kakulu Primary School,Kahama,36.11111111,36,9749,72,3,4.166666667,,primary,,,,,,,,,,Shinyanga,36,13,31.94444444
PS1701-087,Kalagwa Primary School,Kahama,33.33333333,33,11012,76,9,11.84210526,,primary,,,,,,,,,,Shinyanga,24,8,21.49122807
PS1701-088,Kalama Primary School,Kahama,35.8974359,36,9069,69,32,46.37681159,,primary,,,,,,,,,,Shinyanga,39,14,-10.4793757
PS1701-089,Kalo Primary School,Kahama,73.52941176,74,4639,49,42,85.71428571,,primary,,,,,,,,,,Shinyanga,34,25,-12.18487395
PS1701-090,Kalole Primary School,Kahama,79.48717949,79,4459,30,4,13.33333333,,primary,,,,,,,,,,Shinyanga,39,31,66.15384615
PS1701-091,Kangeme Primary School,Kahama,37.58389262,38,9600,46,9,19.56521739,,primary,,,,,,,,,,Shinyanga,149,56,18.01867523
PS1701-092,Kashishi Primary School,Kahama,40,40,10020,35,30,85.71428571,11149,primary,,,,,,,,,,Shinyanga,60,24,-45.71428571
PS1701-093,Kasomela Primary School,Kahama,40.90909091,41,10544,95,28,29.47368421,,primary,,,,,,,,,,Shinyanga,22,9,11.4354067
PS1701-094,Kawekunelela Primary School,Kahama,45.83333333,46,9131,53,14,26.41509434,,primary,,,,,,,,,,Shinyanga,24,11,19.41823899
PS1701-095,Kayenze Primary School,Kahama,25,25,13329,73,25,34.24657534,,primary,,,,,,,,,,Shinyanga,28,7,-9.246575343
PS1701-096,Kidanha Primary School,Kahama,18.75,19,13820,52,18,34.61538462,,primary,,,,,,,,,,Shinyanga,48,9,-15.86538462
PS1701-097,Kilimbu Primary School,Kahama,36.11111111,36,13709,31,2,6.451612903,,primary,,,,,,,,,,Shinyanga,36,13,29.65949821
PS1701-098,Kinamapula Primary School,Kahama,51.06382979,51,5938,61,10,16.39344262,,primary,,,,,,,,,,Shinyanga,47,24,34.67038716
PS1701-099,Kinamingh'wa Primary School,Kahama,30.76923077,31,12477,41,8,19.51219512,,primary,,,,,,,,,,Shinyanga,39,12,11.25703565
PS1701-100,Kipangu Primary School,Kahama,39.28571429,39,8415,41,10,24.3902439,,primary,,,,,,,,,,Shinyanga,28,11,14.89547038
PS1701-101,Kisuke Primary School,Kahama,37.66233766,38,9494,55,4,7.272727273,,primary,,,,,,,,,,Shinyanga,77,29,30.38961039
PS1701-102,Kitongo Primary School,Kahama,11.9047619,12,14101,69,21,30.43478261,,primary,,,,,,,,,,Shinyanga,42,5,-18.5300207
PS1701-103,Luhaga Primary School,Kahama,60.46511628,60,5238,53,10,18.86792453,,primary,,,,,,,,,,Shinyanga,43,26,41.59719175
PS1701-104,Lunguya Primary School,Kahama,35.23809524,35,10579,41,2,4.878048781,,primary,,,,,,,,,,Shinyanga,105,37,30.36004646
PS1701-105,Lushelo Primary School,Kahama,54.05405405,54,7039,50,13,26,,primary,,,,,,,,,,Shinyanga,37,20,28.05405405
PS1701-106,Lusonzo Primary School,Kahama,29.41176471,29,11270,79,8,10.12658228,,primary,,,,,,,,,,Shinyanga,34,10,19.28518243
PS1701-107,Madaho Primary School,Kahama,81.25,81,2236,53,8,15.09433962,,primary,,,,,,,,,,Shinyanga,16,13,66.15566038
PS1701-108,Magongwa Primary School,Kahama,40,40,9404,59,10,16.94915254,,primary,,,,,,,,,,Shinyanga,45,18,23.05084746
PS1701-109,Malilita Primary School,Kahama,20,20,11411,72,22,30.55555556,,primary,,,,,,,,,,Shinyanga,20,4,-10.55555556
PS1701-110,Malito Primary School,Kahama,77.6119403,78,3590,101,9,8.910891089,,primary,,,,,,,,,,Shinyanga,67,52,68.70104921
PS1701-111,Manungu Primary School,Kahama,66.66666667,67,2407,43,10,23.25581395,,primary,,,,,,,,,,Shinyanga,39,26,43.41085271
PS1701-112,Mapamba Primary School,Kahama,27.77777778,28,10349,44,8,18.18181818,,primary,,,,,,,,,,Shinyanga,18,5,9.595959596
PS1701-113,Masabi Primary School,Kahama,60,60,4937,88,10,11.36363636,,primary,,,,,,,,,,Shinyanga,50,30,48.63636364
PS1701-114,Matinje Primary School,Kahama,14.28571429,14,15119,80,33,41.25,,primary,,,,,,,,,,Shinyanga,14,2,-26.96428571
PS1701-115,Mbizi Primary School,Kahama,68.96551724,69,4376,89,10,11.23595506,,primary,,,,,,,,,,Shinyanga,29,20,57.72956219
PS1701-116,Mbuta Primary School,Kahama,53.84615385,54,4057,88,10,11.36363636,,primary,,,,,,,,,,Shinyanga,26,14,42.48251748
PS1701-117,Mega Primary School,Kahama,51.78571429,52,6234,104,15,14.42307692,,primary,,,,,,,,,,Shinyanga,56,29,37.36263736
PS1701-118,Mhama Primary School,Kahama,12.5,13,15394,58,4,6.896551724,,primary,,,,,,,,,,Shinyanga,32,4,5.603448276
PS1701-119,Mhandu Primary School,Kahama,75.75757576,76,3442,56,13,23.21428571,,primary,,,,,,,,,,Shinyanga,33,25,52.54329004
PS1701-120,Mhuge Primary School,Kahama,42.10526316,42,9151,88,22,25,,primary,,,,,,,,,,Shinyanga,38,16,17.10526316
PS1701-121,Mitonga Primary School,Kahama,22.72727273,23,13834,88,6,6.818181818,,primary,,,,,,,,,,Shinyanga,44,10,15.90909091
PS1701-122,Mkwangulwa Primary School,Kahama,24.69135802,25,11464,57,7,12.28070175,,primary,,,,,,,,,,Shinyanga,81,20,12.41065627
PS1701-123,Mpunze Primary School,Kahama,47.82608696,48,9528,48,7,14.58333333,,primary,,,,,,,,,,Shinyanga,46,22,33.24275362
PS1701-124,Mseki Primary School,Kahama,37.17948718,37,9182,50,6,12,,primary,,,,,,,,,,Shinyanga,78,29,25.17948718
PS1701-125,Mulungu Primary School,Kahama,11.29032258,11,14075,69,44,63.76811594,,primary,,,,,,,,,,Shinyanga,62,7,-52.47779336
PS1701-126,Mwabomba Primary School,Kahama,25.42372881,25,12346,120,27,22.5,,primary,,,,,,,,,,Shinyanga,59,15,2.923728814
PS1701-127,Mwadui Primary School,Kahama,20.51282051,21,13868,46,13,28.26086957,,primary,,,,,,,,,,Shinyanga,78,16,-7.748049052
PS1701-128,Mwakata Primary School,Kahama,47.27272727,47,6236,43,5,11.62790698,,primary,,,,,,,,,,Shinyanga,55,26,35.6448203
PS1701-129,Mwakuhenga Primary School,Kahama,3.174603175,3,15374,81,9,11.11111111,,primary,,,,,,,,,,Shinyanga,63,2,-7.936507937
PS1701-130,Mwakuzuka Primary School,Kahama,13.51351351,14,14371,91,13,14.28571429,,primary,,,,,,,,,,Shinyanga,37,5,-0.772200772
PS1701-131,Mwalugulu Primary School,Kahama,30.23255814,30,11541,110,8,7.272727273,,primary,,,,,,,,,,Shinyanga,43,13,22.95983087
PS1701-132,Mwamandi Primary School,Kahama,10.34482759,10,14906,54,0,0,,primary,,,,,,,,,,Shinyanga,58,6,10.34482759
PS1701-133,Mwamanyili Primary School,Kahama,67.39130435,67,5086,87,18,20.68965517,,primary,,,,,,,,,,Shinyanga,46,31,46.70164918
PS1701-134,Mwanase Primary School,Kahama,23.07692308,23,13348,50,4,8,,primary,,,,,,,,,,Shinyanga,39,9,15.07692308
PS1701-135,Mwaningi Primary School,Kahama,25.53191489,26,10495,62,14,22.58064516,,primary,,,,,,,,,,Shinyanga,47,12,2.951269732
PS1701-136,Mwankima Primary School,Kahama,20.93023256,21,12835,50,6,12,,primary,,,,,,,,,,Shinyanga,86,18,8.930232558
PS1701-137,Mwanyaguli Primary School,Kahama,40,40,11091,31,3,9.677419355,,primary,,,,,,,,,,Shinyanga,10,4,30.32258065
PS1701-138,Mwashigini Primary School,Kahama,2.222222222,2,15458,47,20,42.55319149,,primary,,,,,,,,,,Shinyanga,45,1,-40.33096927
PS1701-139,Mwashimbayi Primary School,Kahama,64,64,4658,54,12,22.22222222,,primary,,,,,,,,,,Shinyanga,25,16,41.77777778
PS1701-140,Mwazimba Primary School,Kahama,42.30769231,42,5588,62,4,6.451612903,,primary,,,,,,,,,,Shinyanga,26,11,35.8560794
PS1701-141,Nakazyoba Primary School,Kahama,18.18181818,18,14267,53,9,16.98113208,,primary,,,,,,,,,,Shinyanga,44,8,1.200686106
PS1701-142,Ndala Primary School,Kahama,41.66666667,42,8246,120,39,32.5,,primary,,,,,,,,,,Shinyanga,36,15,9.166666667
PS1701-143,Ndalilo Primary School,Kahama,44.44444444,44,8699,87,18,20.68965517,,primary,,,,,,,,,,Shinyanga,27,12,23.75478927
PS1701-144,Ngaya Primary School,Kahama,52.63157895,53,6772,48,17,35.41666667,,primary,,,,,,,,,,Shinyanga,57,30,17.21491228
PS1701-145,Ngokolo Prmary School,Kahama,74.50980392,75,3979,137,74,54.01459854,,primary,,,,,,,,,,Shinyanga,51,38,20.49520538
PS1701-146,Nhimbo Primary School,Kahama,35.13513514,35,9902,87,26,29.88505747,,primary,,,,,,,,,,Shinyanga,37,13,5.250077664
PS1701-147,Nonwe Primary School,Kahama,22.98136646,23,13020,62,8,12.90322581,,primary,,,,,,,,,,Shinyanga,161,37,10.07814065
PS1701-148,Nsalaba Primary School,Kahama,27.27272727,27,11039,63,8,12.6984127,,primary,,,,,,,,,,Shinyanga,22,6,14.57431457
PS1701-149,Nshimba Primary School,Kahama,18.36734694,18,13332,54,10,18.51851852,,primary,,,,,,,,,,Shinyanga,49,9,-0.15117158
PS1701-150,Nsunga Primary School,Kahama,41.79104478,42,8647,41,14,34.14634146,,primary,,,,,,,,,,Shinyanga,67,28,7.644703313
PS1701-151,Ntobo Primary School,Kahama,88.88888889,89,2547,41,8,19.51219512,,primary,,,,,,,,,,Shinyanga,27,24,69.37669377
PS1701-152,Ntundu Primary School,Kahama,42.5,43,7023,97,17,17.5257732,,primary,,,,,,,,,,Shinyanga,40,17,24.9742268
PS1701-153,Nundu Primary School,Kahama,15,15,14280,54,7,12.96296296,,primary,,,,,,,,,,Shinyanga,100,15,2.037037037
PS1701-154,Nussa Primary School,Kahama,20.83333333,21,12284,68,5,7.352941177,,primary,,,,,,,,,,Shinyanga,24,5,13.48039216
PS1701-155,Nyabusalu Primary School,Kahama,9.782608696,10,13475,121,96,79.33884298,,primary,,,,,,,,,,Shinyanga,92,9,-69.55623428
PS1701-156,Nyakadoni Primary School,Kahama,45.71428571,46,7934,90,38,42.22222222,,primary,,,,,,,,,,Shinyanga,35,16,3.492063492
PS1701-157,Nyakashatala Primary School,Kahama,14.03508772,14,15350,46,17,36.95652174,,primary,,,,,,,,,,Shinyanga,57,8,-22.92143402
PS1701-158,Nyalwelwe Primary School,Kahama,18.44660194,18,13576,54,8,14.81481481,,primary,,,,,,,,,,Shinyanga,103,19,3.631787127
PS1701-159,Nyamididi Primary School,Kahama,15.78947368,16,14697,17,1,5.882352941,,primary,,,,,,,,,,Shinyanga,38,6,9.907120743
PS1701-160,Nyamigege Primary School,Kahama,52.94117647,53,6342,52,17,32.69230769,,primary,,,,,,,,,,Shinyanga,68,36,20.24886878
PS1701-161,Nyamilangano Primary School,Kahama,59.70149254,60,6037,79,9,11.39240506,,primary,,,,,,,,,,Shinyanga,67,40,48.30908747
PS1701-162,Nyaminje Primary School,Kahama,54.16666667,54,5774,48,2,4.166666667,,primary,,,,,,,,,,Shinyanga,24,13,50
PS1701-163,Nyamishiga Primary School,Kahama,45.71428571,46,8760,49,12,24.48979592,,primary,,,,,,,,,,Shinyanga,35,16,21.2244898
PS1701-164,Nyamkondo Primary School,Kahama,10.90909091,11,14699,103,12,11.65048544,,primary,,,,,,,,,,Shinyanga,55,6,-0.741394528
PS1701-165,Nyamtengela Primary School,Kahama,14.54545455,15,14298,55,7,12.72727273,,primary,,,,,,,,,,Shinyanga,55,8,1.818181818
PS1701-166,Nyankende Primary School,Kahama,37.77777778,38,9548,107,2,1.869158879,,primary,,,,,,,,,,Shinyanga,90,34,35.9086189
PS1701-167,Nyawishi Primary School,Kahama,45.28301887,45,7769,73,4,5.479452055,,primary,,,,,,,,,,Shinyanga,53,24,39.80356681
PS1701-168,Nyikoboko Primary School,Kahama,65.625,66,4697,98,17,17.34693878,,primary,,,,,,,,,,Shinyanga,32,21,48.27806122
PS1701-169,Sabasabini Primary School,Kahama,60.86956522,61,6167,45,19,42.22222222,,primary,,,,,,,,,,Shinyanga,46,28,18.647343
PS1701-170,Segese Primary School,Kahama,91.74311927,92,1171,44,3,6.818181818,,primary,,,,,,,,,,Shinyanga,109,100,84.92493745
PS1701-171,Segese 'b' Primary School,Kahama,67.1641791,67,2820,119,85,71.42857143,,primary,,,,,,,,,,Shinyanga,67,45,-4.264392324
PS1701-172,Selya Primary School,Kahama,64.51612903,65,2626,69,31,44.92753623,,primary,,,,,,,,,,Shinyanga,31,20,19.5885928
PS1701-173,Shilela Primary School,Kahama,46.15384615,46,8804,36,4,11.11111111,,primary,,,,,,,,,,Shinyanga,39,18,35.04273504
PS1701-174,Shishinulu Primary School,Kahama,54.83870968,55,7328,60,6,10,,primary,,,,,,,,,,Shinyanga,31,17,44.83870968
PS1701-175,Sinwankere Primary School,Kahama,7.594936709,8,14941,45,7,15.55555556,,primary,,,,,,,,,,Shinyanga,79,6,-7.960618847
PS1701-176,Songambele Primary School,Kahama,27.94117647,28,12414,60,4,6.666666667,,primary,,,,,,,,,,Shinyanga,68,19,21.2745098
PS1701-177,Sungamile Primary School,Kahama,26.31578947,26,12023,43,9,20.93023256,,primary,,,,,,,,,,Shinyanga,57,15,5.385556916
PS1701-178,Ubagwe Primary School,Kahama,21.27659574,21,12036,92,19,20.65217391,,primary,,,,,,,,,,Shinyanga,47,10,0.624421832
PS1701-179,Ukune Primary School,Kahama,72,72,4012,54,5,9.259259259,,primary,,,,,,,,,,Shinyanga,25,18,62.74074074
PS1701-180,Ulowa Primary School,Kahama,35.44303797,35,10134,48,3,6.25,,primary,,,,,,,,,,Shinyanga,79,28,29.19303797
PS1701-181,Ushetu Primary School,Kahama,53.03030303,53,5522,36,7,19.44444444,,primary,,,,,,,,,,Shinyanga,66,35,33.58585859
PS1701-182,Wichamike Primary School,Kahama,79.16666667,79,1801,44,3,6.818181818,,primary,,,,,,,,,,Shinyanga,72,57,72.34848485
PS1701-183,Wisolele Primary School,Kahama,37.03703704,37,9008,49,49,100,,primary,,,,,,,,,,Shinyanga,27,10,-62.96296296
PS1702-001,Agape Lutheran,Kahama,96,96,402,60,13,21.66666667,272,primary,,,,,,,,,,Shinyanga,25,24,74.33333333
PS1702-002,Buduba Primary School,Kahama,20.58823529,21,13235,,,,6187,primary,,,,,,,,,,Shinyanga,34,7,
PS1702-003,Bujika Primary School,Kahama,22.22222222,22,12111,25,15,60,9528,primary,,,,,,,,,,Shinyanga,45,10,-37.77777778
PS1702-004,Bukondamoyo Primary School,Kahama,62.71186441,63,4479,67,62,92.53731343,2912,primary,,,,,,,,,,Shinyanga,59,37,-29.82544903
PS1702-005,Bukooba Primary School,Kahama,26.66666667,27,14386,,,,2583,primary,,,,,,,,,,Shinyanga,60,16,
PS1702-006,Bumbiti Primary School,Kahama,57.44680851,57,4492,,,,6226,primary,,,,,,,,,,Shinyanga,47,27,
PS1702-007,Busalala Primary School,Kahama,51.35135135,51,6870,39,8,20.51282051,,primary,,,,,,,,,,Shinyanga,37,19,30.83853084
PS1702-008,Busoka Primary School,Kahama,37.80487805,38,9568,44,33,75,7559,primary,,,,,,,,,,Shinyanga,82,31,-37.19512195
PS1702-009,Chalya Primary School,Kahama,7.407407407,7,13023,,,,14438,primary,,,,,,,,,,Shinyanga,27,2,
PS1702-010,Chapulwa Primary School,Kahama,44.64285714,45,8289,49,30,61.2244898,1951,primary,,,,,,,,,,Shinyanga,56,25,-16.58163265
PS1702-011,Girime Primary School,Kahama,56.75675676,57,6621,65,8,12.30769231,8902,primary,,,,,,,,,,Shinyanga,37,21,44.44906445
PS1702-012,Guido Primary School,Kahama,58.33333333,58,6168,,,,8445,primary,,,,,,,,,,Shinyanga,36,21,
PS1702-013,Igung'hwa Primary School,Kahama,29.41176471,29,12441,37,10,27.02702703,12736,primary,,,,,,,,,,Shinyanga,51,15,2.384737679
PS1702-014,Ilindi Primary School,Kahama,69.64285714,70,5509,,,,9017,primary,,,,,,,,,,Shinyanga,56,39,
PS1702-015,Isagehe Primary School,Kahama,46.57534247,47,9606,45,17,37.77777778,6077,primary,,,,,,,,,,Shinyanga,73,34,8.797564688
PS1702-016,Isalenge Primary School,Kahama,51.85185185,52,7653,50,7,14,13660,primary,,,,,,,,,,Shinyanga,27,14,37.85185185
PS1702-017,Iyenze Primary School,Kahama,42.85714286,43,9218,29,10,34.48275862,10584,primary,,,,,,,,,,Shinyanga,35,15,8.374384236
PS1702-018,Kagongwa Primary School,Kahama,61.49425287,61,5065,89,23,25.84269663,3798,primary,,,,,,,,,,Shinyanga,174,107,35.65155624
PS1702-019,Kahama,Kahama,77.86885246,78,3441,,,,2802,primary,,,,,,,,,,Shinyanga,122,95,
PS1702-020,Kahama 'b',Kahama,88.13559322,88,2235,76,8,10.52631579,,primary,,,,,,,,,,Shinyanga,118,104,77.60927743
PS1702-021,Kahanga Primary School,Kahama,45.45454545,45,8962,44,6,13.63636364,12556,primary,,,,,,,,,,Shinyanga,11,5,31.81818182
PS1702-022,Kakebe Primary School,Kahama,38.70967742,39,9877,28,9,32.14285714,12529,primary,,,,,,,,,,Shinyanga,31,12,6.566820277
PS1702-023,Katungulu Primary School,Kahama,50,50,4970,56,2,3.571428571,14701,primary,,,,,,,,,,Shinyanga,16,8,46.42857143
PS1702-024,Kawe Primary School,Kahama,16.66666667,17,13308,,,,13132,primary,,,,,,,,,,Shinyanga,42,7,
PS1702-025,Kidunyashi Primary School,Kahama,37.73584906,38,11693,45,5,11.11111111,8142,primary,,,,,,,,,,Shinyanga,53,20,26.62473795
PS1702-026,Kilima 'a',Kahama,76.14678899,76,3176,25,4,16,5490,primary,,,,,,,,,,Shinyanga,109,83,60.14678899
PS1702-027,Kilima 'b',Kahama,69.17808219,69,4392,73,44,60.2739726,2957,primary,,,,,,,,,,Shinyanga,146,101,8.904109589
PS1702-028,Kinaga Primary School,Kahama,13.79310345,14,14416,,,,13073,primary,,,,,,,,,,Shinyanga,87,12,
PS1702-029,Kishima 'a',Kahama,90.09009009,90,1965,,,,2867,primary,,,,,,,,,,Shinyanga,111,100,
PS1702-030,Kishima 'b',Kahama,61.17647059,61,4812,35,2,5.714285714,3307,primary,,,,,,,,,,Shinyanga,85,52,55.46218487
PS1702-031,Kishima 'c',Kahama,60,60,4733,57,19,33.33333333,3719,primary,,,,,,,,,,Shinyanga,75,45,26.66666667
